Work ID,Work Category,Work Type,Work Description,State,IDA District,IDA Office,Hon'ble Members of Parliament,Constituency,Recommended Date,Recommended Amount (INR),Sanction Date,Completion Date,Amount Disbursed (INR),Has Image,ratio_disbursed_to_recommended,underspend_pct,has_underspend,days_recommended_to_completion,days_sanction_to_completion
WS/MP18278/2024-2025/134671,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",CC Road- From the Godhan Raju ahead of the house.,Chhattisgarh,JANJGIR-CHAMPA,DISTRICT COLLECTOR JANJGIR CHAMPA,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-08-05,500000.0,2024-08-21,2024-10-08,500000.0,True,1.0,0.0,False,64,48
WS/MP18278/2024-2025/134668,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",CC Road- Amit Sahu ahead of the house.,Chhattisgarh,JANJGIR-CHAMPA,DISTRICT COLLECTOR JANJGIR CHAMPA,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-08-05,1500000.0,2024-08-16,2024-12-06,1500000.0,True,1.0,0.0,False,123,112
WS/MP620/2024-2025/133312,Normal/Others,Construction of buildings for community cultural activities,Construction of Community Hall at Ayahatti Village Near Beereshwar Temple Pry No 34,Karnataka,DHARWAD,DEPUTY COMMISSIONER DHARWAR,Pralhad Venkatesh Joshi,DHARWAD,2024-07-09,498091.0,2024-07-25,2025-06-09,498091.0,True,1.0,0.0,False,335,319
WS/MP620/2024-2025/133166,Normal/Others,Construction of buildings for community cultural activities,Construction of Community Bhavan at Navalgund TQ Belavatagi Village Pry No 1/A Near Shivanand Math Continue Work,Karnataka,DHARWAD,DEPUTY COMMISSIONER DHARWAR,Pralhad Venkatesh Joshi,DHARWAD,2024-07-08,497185.0,2024-07-09,2024-10-14,497185.0,True,1.0,0.0,False,98,97
WS/MP672/2024-2025/136731,Normal/Others,Lighting of public spaces,"Installation of Highmast light and electric poles with light at Gosavi Ghat, Binaki, Nagpur",Maharashtra,NAGPUR,DISTRICT COLLECTOR NAGPUR,Nitin Jairam Gadkari,NAGPUR,2024-08-22,999600.0,2024-08-23,2024-08-23,963514.0,True,0.9638995598239296,3.610044017607039,True,1,0
WS/MP18278/2024-2025/134638,Normal/Others,Construction of common work sheds/ common covered sitting area,Construction of common sitting area (Chaburta),Chhattisgarh,SAKTI,COLLECTOR SAKTI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-08-05,300000.0,2024-08-23,2025-02-12,300000.0,True,1.0,0.0,False,191,173
WS/MP18278/2024-2025/134644,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",CC Road- Ahead from the main road towards the canal.,Chhattisgarh,SAKTI,COLLECTOR SAKTI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-08-05,1000000.0,2024-08-23,2025-02-12,1000000.0,True,1.0,0.0,False,191,173
WS/MP18278/2024-2025/134646,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",CC Road- From the road towards the Colony,Chhattisgarh,SAKTI,COLLECTOR SAKTI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-08-05,999550.0,2024-08-23,2024-11-25,999550.0,True,1.0,0.0,False,112,94
WS/MP18278/2024-2025/134674,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",CC Road- Community Building to Patharri pond (Taalab).,Chhattisgarh,JANJGIR-CHAMPA,DISTRICT COLLECTOR JANJGIR CHAMPA,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-08-05,998000.0,2024-08-28,2024-11-27,998000.0,True,1.0,0.0,False,114,91
WS/MP492/2024-2025/134984,Normal/Others,Lighting of public spaces,Installation of 156 LED Highmast Lights for Rural and Urban areas as per enclosed List,Uttar Pradesh,SHAHJAHANPUR,DISTRICT MAGISTRAE SHAHJAHANAPUR,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),2024-08-07,37908000.0,2024-08-28,2024-11-25,37908000.0,True,1.0,0.0,False,110,89
WS/MP492/2024-2025/134981,Normal/Others,Construction of bus-sheds or bus-stops,15 Yatri Tin/Bus shades List for rural and Urban Areas as per enclosed List,Uttar Pradesh,SHAHJAHANPUR,DISTRICT MAGISTRAE SHAHJAHANAPUR,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),2024-08-07,9900000.0,2024-08-28,2024-11-25,9900000.0,False,1.0,0.0,False,110,89
WS/MP18152/2024-2025/133697,Normal/Others,Construction of rooms and halls in school and colleges,Construction of Smart Classroom & Cycle Shed in Govt Primary school Machaki Mal Singh,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-07-22,298940.0,2024-09-02,2025-04-07,298940.0,False,1.0,0.0,False,259,217
WS/MP347/2024-2025/138112,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of side protection wall and concreating of Erattakottu Palanirappil road in ward 8, Neduvathur Grama Panchayath (SC)",Kerala,KOLLAM,DISTRICT COLLECTOR KOLLAM,Shri Suresh Kodikunnil,MAVELIKKARA(SC),2024-09-01,1254628.0,2024-09-07,2024-09-09,1254628.0,True,1.0,0.0,False,8,2
WS/MP18278/2024-2025/134672,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",CC Road- From the high school towards the Fair Ground,Chhattisgarh,JANJGIR-CHAMPA,DISTRICT COLLECTOR JANJGIR CHAMPA,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-08-05,991511.0,2024-08-16,2024-10-17,991511.0,True,1.0,0.0,False,73,62
WS/MP691/2024-2025/140096,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Mauje Bodwad Bodwad District  Seating Arrangment at various places for inner city citizens in Jalgaon.,Maharashtra,JALGAON,DISTRICT COLLECTOR JALGAON,Smt Raksha Nikhil Khadse,RAVER,2024-09-09,2999928.0,2024-09-09,2024-09-11,2974718.0,True,0.9915964649818262,0.8403535018173813,True,2,2
WS/MP18278/2024-2025/134649,Normal/Others,Construction of culverts and bridges,Construction of culverts and bridges- Between Singhra and Chhote Kot,Chhattisgarh,SAKTI,COLLECTOR SAKTI,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-08-05,998871.0,2024-09-03,2025-03-05,998871.0,True,1.0,0.0,False,212,183
WS/MP18328/2024-2025/138242,Normal/Others,Lighting of public spaces,"Installation of Solar Lights, Lightning of Public Spaces. Installation of One Solar Light (12 Watt) to the house of Jamna Devi W/o Late Sh. Devki Nandan, Village Khuiri Dom, PO- Rajgarh, Tehsil-Balh, District-Mandi, H.P. PIN-175027, Ph- 8219147679",Himachal Pradesh,MANDI,DEPUTY COMMISSIONER MANDI,Kangana Ranaut,MANDI,2024-09-02,14805.0,2024-09-10,2025-06-16,14805.0,False,1.0,0.0,False,287,279
WS/MP18328/2024-2025/138243,Normal/Others,Lighting of public spaces,"Installation of Solar Lights, Lightning of Public Spaces. Installation of One Solar Light (12 Watt) to the house of Deepak Thakur S/o Late Sh. Devki Nandan, Village Khuiri Dom, PO- Rajgarh, Tehsil-Balh, District-Mandi, H.P. PIN-175027, Ph- 7986677538",Himachal Pradesh,MANDI,DEPUTY COMMISSIONER MANDI,Kangana Ranaut,MANDI,2024-09-02,14805.0,2024-09-10,2025-06-16,14805.0,False,1.0,0.0,False,287,279
WS/MP18328/2024-2025/138244,Normal/Others,Lighting of public spaces,"Installation of Solar Lights, Lightning of Public Spaces. Installation of One Solar Light (12 Watt) near the house of Suneel Kumar S/o Gulaba Ram, Village Kalehri, PO- Balhara, Tehsil-Baldwara, District-Mandi, H.P. PIN-175033, Ph- 7590053551",Himachal Pradesh,MANDI,DEPUTY COMMISSIONER MANDI,Kangana Ranaut,MANDI,2024-09-02,14805.0,2024-09-10,2025-06-16,14805.0,False,1.0,0.0,False,287,279
WS/MP18152/2024-2025/133695,Normal/Others,Construction of rooms and halls in school and colleges,Construction of Cycle Shed in Govt Primary school Lambwali,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-07-22,197304.0,2024-09-02,2025-04-07,197304.0,False,1.0,0.0,False,259,217
WS/MP18152/2024-2025/133699,Normal/Others,Installing community drinking water plants,Installation of RO System and water cooler in Govt Primary school Dhilwan kalan,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-07-22,84500.0,2024-09-02,2025-04-07,84500.0,False,1.0,0.0,False,259,217
WS/MP18152/2024-2025/133692,Normal/Others,Construction of rooms and halls in school and colleges,Construction of MID DAY Meal Shed in Govt Primary school Okandwala,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-07-22,299155.0,2024-09-02,2025-04-07,299155.0,False,1.0,0.0,False,259,217
WS/MP777/2024-2025/136655,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Sai enclave colony Chipiyana Buzurg Ke Gali number 8, B- block main Nirmal dairy Se Rinku Sharma Ke ghar ki aur interlocking va Naali nirman Karya, 70 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,995219.0,2024-09-07,2025-09-09,995219.0,True,1.0,0.0,False,384,367
WS/MP18152/2024-2025/137630,Normal/Others,Purchase of mobile water tankers,Purchase of Steel mobile water tanker,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-08-29,200000.0,2024-09-11,2025-04-07,200000.0,False,1.0,0.0,False,221,208
WS/MP18152/2024-2025/137631,Normal/Others,Construction of rooms and halls in school and colleges,Construction of mid-day meal Shed in Govt Primary school Ratti rori Tibbian,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-08-29,299155.0,2024-09-11,2025-04-07,299155.0,False,1.0,0.0,False,221,208
WS/MP18152/2024-2025/137637,Normal/Others,Construction of rooms and halls in school and colleges,Construction of mid-day meal Shed in Govt Primary school Dana romana,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-08-29,299155.0,2024-09-11,2025-04-07,299155.0,False,1.0,0.0,False,221,208
WS/MP18152/2024-2025/137640,Normal/Others,Construction of rooms and halls in school and colleges,Construction of Midday meal Shed in Govt Primary school Dod Main,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-08-29,299155.0,2024-09-11,2025-04-07,299155.0,False,1.0,0.0,False,221,208
WS/MP18152/2024-2025/137641,Normal/Others,Construction of rooms and halls in school and colleges,Construction of mid-day meal Shed in Govt primary School,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-08-29,299155.0,2024-09-11,2025-04-07,299155.0,False,1.0,0.0,False,221,208
WS/MP18152/2024-2025/137633,Normal/Others,Purchase of mobile water tankers,Purchase of mobile Steel water tanker in GP Mai Godri Sahib,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-08-29,200000.0,2024-09-11,2025-04-07,200000.0,False,1.0,0.0,False,221,208
WS/MP18152/2024-2025/137635,Normal/Others,Street lights,Installation of Fixed Street Lights,Punjab,FARIDKOT,DEPUTY COMMISSIONER FARIDKOT,SARABJEET SINGH KHALSA,FARIDKOT(SC),2024-08-29,200000.0,2024-09-11,2025-04-07,200000.0,False,1.0,0.0,False,221,208
WS/MP777/2024-2025/136656,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Gram Bhogpur main Mahkesh Ke Makaan Se lekar Gyano Devi Ke ghar ki ore interlocking va nali nirman karya, 80 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,995046.0,2024-09-07,2025-09-09,995046.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/135874,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Noida ke Shribalaji Enclave Unnati Vihar Sector 123 men Jagdeep Sing Bisht ke ghar se lekar Rajesh Rai ke ghar ki ore interloking & naali kary, 86 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-16,997045.0,2024-09-07,2025-09-09,997045.0,True,1.0,0.0,False,389,367
WS/MP777/2024-2025/135877,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Gram Tigri me rakesh ke office se lekar suman agarwal ke makaan ki ore interlocking & naali kary, 75 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-16,998035.0,2024-09-07,2025-09-09,998035.0,True,1.0,0.0,False,389,367
WS/MP777/2024-2025/135876,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Noida ke Salarpur men Sheela devi ki meethai ki dukan se lekar ravindra ke makan ki ore interloking & naali kary, 90 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-16,997302.0,2024-09-07,2025-09-09,997302.0,True,1.0,0.0,False,389,367
WS/MP777/2024-2025/135879,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Bahlolpur Jitendra Colony near Gas Agency gali no 5 jitednra ke ghar se lekar santosh ki dukan ki ore interlocking & naali nirman kary, 95 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-16,997045.0,2024-09-07,2025-09-09,997045.0,True,1.0,0.0,False,389,367
WS/MP777/2024-2025/135878,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Kakrala men Kinnu Prajapati ki dukan kea age se bahav ki gali ki ore interlocking & naali nirman kary , 76 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-16,995562.0,2024-09-07,2025-09-09,995562.0,True,1.0,0.0,False,389,367
WS/MP777/2024-2025/135882,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Noida ke Sarswati Kunj chipiyana urf Tigri men Manoj Dixit ke makaan se lekar nor mohammad ke makaan ki or interlocking & naali nirman kary, 100 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-16,997224.0,2024-09-07,2025-09-09,997224.0,True,1.0,0.0,False,389,367
WS/MP777/2024-2025/135881,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Kakrala colony men Suresh Gupta ke makan ke samne se rajvir ke farm house hote huye pawan singh ke makan tak interlocking & naali nirman kary, 90 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-16,998231.0,2024-09-07,2025-09-09,998231.0,True,1.0,0.0,False,389,367
WS/MP777/2024-2025/135880,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Kanawani men Deepak Nagar ke makaan se lekar mohit Sharma ke makaan ki or interlocking & naali kary, 92 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-16,998269.0,2024-09-07,2025-09-09,998269.0,True,1.0,0.0,False,389,367
WS/MP777/2024-2025/136650,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Main Girdharpur sampark marg chakki wali gali ki aur interlocking & naali nirmaan karya, 78 meter.",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,998160.0,2024-09-07,2025-09-09,998160.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/136649,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Gram Kheda Dharampur mein madan ke ghar se lekar R G International school ki ore interlocking nali nirmaan karya, 90 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,786302.0,2024-09-07,2025-09-09,786302.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/136654,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Kulesara ke Shiv enclave, greater Noida mein Shivkumar Se Aanchal Ke Makaan tak interlocking & Nalli nirman, 90 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,998123.0,2024-09-07,2025-09-09,998123.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/136652,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Gram Dadupur katana me Mukhya Marg School primary school se lekar Naharpul ki ore se CC Road, Nirman karya, 65 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,998078.0,2024-09-07,2025-09-09,998078.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/136651,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Sai Enclave Colony, Chipiyana Buzurg main Himanshu Upadhyay ke Makaan se lekar Harender Kumar ke Makaan ki ore interlocking & Nalli Nirman karya, 67 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,797062.0,2024-09-07,2025-09-09,797062.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/136657,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Sidipur main Tatarpur NTPC Road se lekar Jitender Sharma Ke Makaan ki ore CC Road & nali nirman, 80 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,998346.0,2024-09-07,2025-09-09,998346.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/136658,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Salarpur Kalan Dadri Mai Main Road Se lekar Moolchand Pradhan Ke Makaan ki aur interlocking Naali Nirman Karya, 100 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,996693.0,2024-09-07,2025-09-09,996693.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/136690,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Laudana men Gaura Balmiki ke plant se lekar giri Sharma ke makaan ki ore interlocking & naali nirman, 116 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,998016.0,2024-09-07,2025-09-09,998016.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/136689,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Mangrouli jewar me prabhat ke ghar se lekar satyaveer ke ghar ki ore CC road & naali nirman, 100 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,996582.0,2024-09-07,2025-09-09,996582.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/136687,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Village-Jhuppa men ravindra ke makaan se lekar mahipal Sharma ke makaan ki ore CC road & naali nirman, 73 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,998358.0,2024-09-07,2025-09-09,998358.0,True,1.0,0.0,False,384,367
WS/MP777/2024-2025/136695,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Samaspur Dankaur mandal me Krishna Bansal ke makaan se lekar mohan baba mandir ki ore CC road & naali nirman, 103 meter",Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,Mahesh Sharma,GAUTAM BUDDHA NAGAR,2024-08-21,998154.0,2024-09-07,2025-09-09,998154.0,True,1.0,0.0,False,384,367
